GCF_000365425.1	NZ_AQOV01000001.1_2756	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000365425
GCF_000365425.1	NZ_AQOV01000001.1_623	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000365425
GCF_000372845.1	NZ_KB889963.1_1433	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea
GCF_000372845.1	NZ_KB889963.1_2746	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea
GCF_000372845.1	NZ_KB889964.1_160	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea
GCF_000372865.1	NZ_KB889965.1_3339	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylosarcina;s__Methylosarcina fibrata
GCF_000379125.1	NZ_KB900626.1_1793	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp000379125
GCF_000379125.1	NZ_KB900626.1_2404	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp000379125
GCF_000379125.1	NZ_KB900626.1_979	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp000379125
GCF_000379365.1	NZ_KB901875.1_427	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium sp000379365
GCF_000383855.1	NZ_KB912877.1_1115	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter marinus
GCF_000383855.1	NZ_KB912877.1_2451	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter marinus
GCF_000384075.1	NZ_KB913025.1_878	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__Methylovulum miyakonense
GCF_000421465.1	NZ_ATXB01000001.1_2312	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__Methylohalobius crimeensis
GCF_000421465.1	NZ_ATXB01000001.1_365	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__Methylohalobius crimeensis
GCF_000424685.1	NZ_AUKJ01000010.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcus capsulatus
GCF_000427385.1	NZ_KE386489.1_1545	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__Methylocaldum szegediense
GCF_000427445.1	NZ_KE386496.1_3413	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella acidiphila
GCF_000427625.1	NZ_KE386569.1_2716	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter luteus
GCF_000427625.1	NZ_KE386569.1_957	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter luteus
GCF_000496735.2	NZ_AYLO01000074.1_38	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__Methyloglobulus morosus
GCF_000496735.2	NZ_AYLO01000115.1_4	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__Methyloglobulus morosus
GCF_000496735.2	NZ_AYLO01000152.1_6	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__Methyloglobulus morosus
GCF_000515215.1	NZ_KI911557.1_2969	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000515215
GCF_000515215.1	NZ_KI911557.1_3168	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000515215
GCF_000527095.1	NZ_AZUN01000001.1_2335	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__Methylomicrobium lacus
GCF_000733855.1	NZ_JPOJ01000001.1_2763	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__Methylomicrobium agile
GCF_000733855.1	NZ_JPOJ01000001.1_941	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__Methylomicrobium agile
GCF_000733935.1	NZ_JPON01000001.1_1949	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__Methylomarinum vadi
GCF_000745215.1	NZ_JQNK01000008.1_532	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp000745215
GCF_000745215.1	NZ_JQNK01000009.1_1267	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp000745215
GCF_000745215.1	NZ_JQNK01000009.1_197	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp000745215
GCF_000746085.1	NZ_JQKO01000020.1_2	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella aurea
GCF_000934725.1	NZ_JYNS01000012.1_110	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloterricola;s__Methyloterricola oryzae
GCF_000934725.1	NZ_JYNS01000018.1_63	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloterricola;s__Methyloterricola oryzae
GCF_000936425.1	NZ_AVFK01000047.1_15	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;s__Skermanella aerolata
GCF_000963695.1	NZ_LAJX01000232.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__Methylovulum oryzae
GCF_000968535.2	NC_016112.1_509	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylotuvimicrobium;s__Methylotuvimicrobium alcaliphilum
GCF_001644015.1	NZ_LUUI01000149.1_19	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas lenta
GCF_001644025.1	NZ_LUUK01000052.1_7	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_A
GCF_001644025.1	NZ_LUUK01000171.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_A
GCF_001644035.1	NZ_LUUG01000045.1_4	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas methanica_A
GCF_001644035.1	NZ_LUUG01000051.1_51	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas methanica_A
GCF_001644035.1	NZ_LUUG01000115.1_43	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas methanica_A
GCF_001644045.1	NZ_LUUF01000085.1_8	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas methanica
GCF_001644045.1	NZ_LUUF01000091.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas methanica
GCF_002005105.1	NZ_MSCV01000067.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__Methylocaldum sp002005105
GCF_002072955.1	NZ_LPUF01000004.1_33	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sedimenti
GCF_002117405.1	NZ_CP019948.1_108	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_002117405.1	NZ_CP019948.1_2611	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_002117405.1	NZ_CP019948.1_2863	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_002117405.1	NZ_CP019948.1_3625	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis bryophila
GCF_002189065.1	NZ_BDMN01000127.1_6	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp002189065
GCF_002752655.1	NZ_CP023737.1_2040	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus trichosporium
GCF_002752655.1	NZ_CP023737.1_241	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus trichosporium
GCF_002887815.1	NZ_PDHO01000053.1_10	Root; Homologous_pmoA; Actinobacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp002887815
GCF_002923755.1	NZ_PGFZ01000003.1_300	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__Methylovulum psychrotolerans
GCF_002934365.1	NZ_PTIY01000002.1_7	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A tundripaludum_A
GCF_002934365.1	NZ_PTIY01000028.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A tundripaludum_A
GCF_003044035.1	NZ_NVQC01000003.1_3	Root; pmoA_amoA_pxmA; NC10	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Methylomirabilis;s__Methylomirabilis limnetica
GCF_003113265.1	NZ_PUIV01000018.1_56	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sporium
GCF_003584645.1	NZ_AP017928.1_1708	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__Methylocaldum marinum
GCF_003584645.1	NZ_AP017928.1_3797	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__Methylocaldum marinum
GCF_003722355.1	NZ_QWDD01000001.1_1421	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis hirsuta
GCF_003722355.1	NZ_QWDD01000001.1_2682	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis hirsuta
GCF_003722355.1	NZ_QWDD01000001.1_986	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis hirsuta
GCF_003855495.1	NZ_CP034086.1_1691	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea_A
GCF_003855495.1	NZ_CP034086.1_390	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea_A
GCF_003994235.2	NZ_RYFG02000108.1_30	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A oryzae
GCF_003994235.2	NZ_RYFG02000113.1_70	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A oryzae
GCF_004322395.1	NZ_SCTW01000044.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A sp004322395
GCF_004322395.1	NZ_SCTW01000125.1_3	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A sp004322395
GCF_004421185.1	NZ_LXQB01000019.1_4	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum sp004421185
GCF_004421185.1	NZ_LXQB01000033.1_3	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum sp004421185
GCF_004421185.1	NZ_LXQB01000060.1_11	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum sp004421185
GCF_004802635.2	NZ_CP046052.1_1239	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis heyeri
GCF_004802635.2	NZ_CP046052.1_2315	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis heyeri
GCF_004802635.2	NZ_CP046052.1_3482	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis heyeri
GCF_005771425.1	NZ_VBTZ01000002.1_362	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp005771425
GCF_005771425.1	NZ_VBTZ01000009.1_72	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp005771425
GCF_006175985.1	NZ_SRSH01000004.1_127	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylotetracoccus;s__Methylotetracoccus oryzae
GCF_006175985.1	NZ_SRSH01000018.1_40	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylotetracoccus;s__Methylotetracoccus oryzae
GCF_006483455.1	NZ_PPPU01000014.1_2	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_B
GCF_006483455.1	NZ_PPPU01000041.1_44	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_B
GCF_007475525.1	NZ_CP037899.1_1260	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum kamchatkense
GCF_007475525.1	NZ_CP037899.1_1395	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum kamchatkense
GCF_007475525.1	NZ_CP037899.1_1398	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum kamchatkense
GCF_007475525.1	NZ_CP037899.1_1832	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum kamchatkense
GCF_008632455.1	NZ_CP043929.1_1508	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas rhizoryzae
GCF_008632455.1	NZ_CP043929.1_3749	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas rhizoryzae
GCF_009498235.1	NZ_CP044205.1_304	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylospira;s__Methylospira mobilis
GCF_009498235.1	NZ_CP044205.1_3140	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylospira;s__Methylospira mobilis
GCF_009811655.1	NZ_BGJX01000039.1_9	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp009811655
GCF_009811655.1	NZ_BGJX01000067.1_2	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp009811655
GCF_009828925.2	NZ_WUTY02000001.1_523	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylicorpusculum;s__Methylicorpusculum oleiharenae
GCF_009936375.1	NZ_AP022332.1_2089	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp009936375
GCF_009936375.1	NZ_AP022332.1_2244	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp009936375
GCF_009936375.1	NZ_AP022332.1_3472	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp009936375
GCF_011058845.1	NZ_JAAFZE010000004.1_243	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp011058845
