bin	fieldsample_barcode	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	CDS_all	CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	bac_16S	bac_23S	bac_5S	arc_16S	arc_23S	arc_5S	bac_trna	arc_trna	MAG_status	MAG_status2	drep_cluster	rep_status	ENA_ID	GTDB_taxonomy	GTDB_REF	GTDB_ANI	GTDB_AF	GTDB_MSA	GTDB_RED	SILVA_taxonomy	SILVA_identity	SILVA_length
MFD03975.bin.2.114	MFD03975	95.81	3.51	46.15	94.25	6.29	0.822	141486	271.263	4808642	59.43	49	449283	47680	184594.7	0	27.9281	0.1386682	4734	1762	56	22	2	2	2	2	2	2	2	4	2	23	22	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	91.62	0.93043	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD03975.bin.2.83	MFD03975	68.7	4.23	71.43	55.63	4.99	0.814	90062	201.3269	3979394	57.05	77	272241	23931	98371.8	0	12.92055	0.06415293	4907	2798	33	20	0	0	0	0	0	0	0	0	0	20	17	MQ	MQ	10332_0	TRUE	GCA_963743025	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	55.89	0.92947	NA	NA	NA
MFD04428.bin.2.10	MFD04428	53.34	1.21	100	58.44	2.79	0.793	94845	244.6757	3399643	61.71	58	240241	27152	108598.2	0	10.92113	0.08617493	3461	1653	26	17	0	0	0	0	0	0	0	0	0	17	17	MQ	MQ	10414_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	80.74	0.151	57.32	0.96351	NA	NA	NA
MFD04428.bin.2.12	MFD04428	95.3	4.33	83.87	97.34	5.87	0.821	115574	263.4407	4086856	58.5	55	242868	36002	118765.1	0	55.03369	0.4342523	4044	1111	41	19	0	1	1	0	1	1	0	2	1	19	19	MQ	MQ	10198_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	GCA_003162995.1	96.17	0.641	91.48	N/A	NA	NA	NA
MFD04428.bin.2.26	MFD04428	95.95	7.15	38.46	93.81	5.97	0.821	118606	262.4515	5333810	59.49	89	225881	26361	123288.8	0	19.14779	0.1510888	5378	2201	52	20	2	2	2	2	2	2	2	4	2	21	20	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	87.41	0.93288	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD04428.bin.2.7	MFD04428	87.07	5.85	75	84.56	5.04	0.797	110753	255.8684	4845357	62.3	77	332432	27807	129219.8	0	13.91705	0.1098148	4725	2215	39	20	1	1	0	1	1	0	1	2	0	21	20	MQ	MQ	10417_1	TRUE	GCA_963760455	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	82.41	0.216	72.99	0.96991	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.4	1402
MFD04428.bin.3.55	MFD04428	83.03	5.59	77.27	81.55	4.93	0.801	128993	236.0206	4473591	59.73	60	356266	31720	147081.4	0	16.92539	0.1335525	4797	1968	39	16	0	0	0	0	0	0	0	0	0	16	15	MQ	MQ	10199_0	TRUE	GCA_963784075	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	67.01	0.98152	NA	NA	NA
MFD04463.bin.2.25	MFD04463	93.25	3.89	52.17	94.11	6.49	0.807	2515759	237.7162	6454849	59.44	4	2609350	868391	2185132	0	21.60093	0.1127591	6919	2469	61	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10192_2	TRUE	GCA_963730245	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_002890675.1	94.01	0.628	84.99	0.99355	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.5	1465
MFD04463.bin.2.7	MFD04463	59.61	0.78	66.67	58.18	0.18	0.803	574247	237.1974	2608895	59.81	7	1047242	393234	688283.8	0	12.34009	0.06441654	2781	1026	36	18	1	1	1	1	1	1	1	2	1	19	19	MQ	MQ	10196_0	TRUE	GCA_963722515	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	87.17	0.411	56.94	0.98672	JX505201.1.1421 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured Beijerinckiaceae bacterium	97.9	1421
MFD04463.bin.2.89	MFD04463	69.2	0	0	73.08	0.12	0.829	2054681	257.8329	2836379	60.55	3	2054681	623807	1634400	0	57.98106	0.302667	2934	860	37	20	1	1	1	1	1	1	1	2	1	21	21	MQ	MQ	10193_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	89.92	0.459	68.58	0.98895	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.4	1465
MFD04540.bin.2.97	MFD04540	81.19	6.01	25	75.68	4.78	0.813	178275	226.6402	3721508	59.1	54	739693	31452	271479.9	0	16.23536	0.1804581	4137	1792	42	21	0	1	2	0	1	2	0	2	2	21	21	MQ	MQ	10188_3	TRUE	GCA_963851225	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	68.88	0.97992	NA	NA	NA
MFD04570.bin.2.21	MFD04570	77.28	3.51	76.47	80.47	2.89	0.813	105747	243.5995	4338507	59.59	66	279512	31497	122649	0	16.50829	0.1617107	4650	2149	35	18	0	0	1	0	0	1	0	0	1	18	17	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	65.16	0.93029	NA	NA	NA
MFD04570.bin.2.30	MFD04570	54.21	2.19	50	52.75	0.71	0.779	58031	216.8858	3150661	63.23	81	147048	17910	68623.6	0	10.59478	0.1037836	3603	1828	40	20	1	1	1	1	1	1	1	2	1	21	20	MQ	MQ	10762_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	41.53	0.9804	HQ844540.1.1445 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	98.5	1427
MFD04570.bin.2.90	MFD04570	57.33	4.03	64.29	60.92	2.34	0.772	35210	211.035	4103444	61.72	148	136328	15113	43204.1	0	10.86524	0.1064329	4537	2803	31	17	0	0	0	0	0	0	0	0	0	17	16	MQ	MQ	10414_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	52.35	0.9563	NA	NA	NA
MFD04716.bin.2.115	MFD04716	96.09	7.53	54.76	94.81	9.66	0.859	249679	296.6029	6153621	48.28	36	821046	83422	325235.3	0	46.92419	0.187478	5722	1339	42	21	2	1	1	2	1	1	2	1	1	22	22	MQ	MQ	1172_0	TRUE	GCA_963842635	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__	GCA_002256465.1	85.29	0.293	88.44	0.97141	KX504899.1.1496 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;uncultured bacterium	99.6	929
MFD04716.bin.2.143	MFD04716	96.7	5.78	67.74	97.75	7.6	0.86	109923	280.6699	4493429	45.52	61	209279	39254	114491.1	0	36.22033	0.1447124	4424	875	45	21	3	3	3	3	3	3	3	3	3	22	22	MQ	MQ	1169_1	TRUE	GCA_963725435	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__Methylobacter_C sp002256465	GCA_002256465.1	97.86	0.866	92.73	N/A	EF125436.1.1496 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;uncultured bacterium	99.1	1496
MFD04716.bin.2.191	MFD04716	71.29	4.52	66.67	79.01	4.02	0.857	235795	280.1982	2779753	46.61	16	318152	125250	224831.8	0	276.2415	1.103678	2752	555	22	16	2	2	2	2	2	2	2	2	2	17	17	MQ	MQ	1168_1	TRUE	GCA_963802425	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__	N/A	N/A	N/A	73.72	0.94078	ABSP01000370.181.1695 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;freshwater sediment metagenome	98.6	1515
MFD04716.bin.2.205	MFD04716	67.85	1.1	0	74.47	1.85	0.844	139156	286.2652	3155104	46.18	31	377642	58703	160653.9	0	12.51874	0.0500166	3001	678	25	15	2	2	2	2	2	2	2	2	2	15	15	MQ	MQ	1167_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__	N/A	N/A	N/A	74.1	0.96138	FN824894.1.1279 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;uncultured bacterium	99.6	1279
MFD04716.bin.2.275	MFD04716	73.61	2.97	0	77.64	1.67	0.859	135376	278.3765	3147346	44.09	54	561078	23518	197238.3	0	12.9709	0.0518231	3100	819	23	15	1	2	2	1	2	2	1	2	2	16	16	MQ	MQ	1175_0	TRUE	GCA_963788135	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__	N/A	N/A	N/A	76.64	0.95712	FPLM01003657.12.1470 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;metagenome	95.6	1462
MFD04716.bin.2.80	MFD04716	85.19	1.93	23.08	91.83	5.3	0.857	536846	289.8168	3921597	46.16	12	1167035	212094	653270.5	0	27.73183	0.110798	3718	732	44	21	3	3	3	3	3	3	3	3	3	22	22	MQ	MQ	1174_0	TRUE	GCA_963804035	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__	N/A	N/A	N/A	89.26	0.97559	AB240311.1.1493 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomicrobium;uncultured bacterium	98.1	534
MFD04716.bin.3.389	MFD04716	82.3	2.56	9.09	82.17	0.58	0.846	190022	282.1834	3548528	46.06	21	384231	85968	230598.7	0	41.34379	0.1651824	3461	658	32	17	2	2	2	2	2	2	2	2	2	18	18	MQ	MQ	1171_0	TRUE	GCA_963849195	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__	GCA_002256705.1	87.22	0.415	83.56	0.96866	JN038750.1.1493 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;uncultured gamma proteobacterium	99	1493
MFD04752.bin.1.159	MFD04752	92.55	0	0	93.97	0.09	0.86	987120	292.7264	3755126	62.71	10	1618260	371455	1049283	0	35.57029	0.4937234	3596	981	41	18	0	0	0	0	0	0	0	0	0	18	18	MQ	MQ	10742_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	85.76	0.98603	NA	NA	NA
MFD04752.bin.1.39	MFD04752	97.97	0.63	0	94.92	0.14	0.847	346126	274.5713	4032689	59.54	17	697543	129004	341616.4	0	16.1578	0.2242738	4021	1092	58	21	1	1	1	1	1	1	1	2	1	22	21	HQ	HQ	10745_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	90.63	0.97957	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	99.3	1049
MFD04752.bin.2.106	MFD04752	78.68	6.74	55.88	77.15	6.5	0.858	722146	301.8198	3353097	63.1	8	1047384	136079	687701	0	39.69431	0.5509657	3126	722	48	20	2	2	2	2	2	2	2	4	2	21	20	MQ	MQ	10743_0	TRUE	GCA_963736095	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	67.19	0.98997	AM162433.1.1447 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.3	1220
MFD04752.bin.2.125	MFD04752	81.44	8.47	58.82	72.06	5	0.835	62754	236.702	3299255	62.47	101	208477	14273	71345.6	0	9.337993	0.1296134	3705	1110	50	20	1	1	1	1	1	1	1	2	1	21	21	MQ	MQ	10605_1	TRUE	GCA_963762835	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__	GCF_004135935.1	93.04	0.708	59.9	0.99648	AJ563926.1.1418 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella palustris	98.9	1419
MFD04752.bin.2.54	MFD04752	84.94	2.35	44.44	81.95	2.55	0.799	49034	240.4016	5655883	61.2	233	172096	9822	56110.1	0	9.025056	0.1252697	5874	3081	46	19	1	1	1	1	1	1	1	2	1	20	20	MQ	MQ	10414_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	69.37	0.95758	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.7	1402
MFD04752.bin.3.55	MFD04752	79.68	5.64	87.5	73.73	6.91	0.843	89143	279.243	3011376	62.96	48	293967	26300	117223.2	0	230.3576	3.197414	2947	808	35	17	2	2	2	2	2	2	2	4	2	18	18	MQ	MQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCA_003152255.1	93.17	0.682	67.51	0.99655	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.7	1449
MFD04780.bin.2.173	MFD04780	77.18	1.11	42.86	72.83	1.13	0.807	53669	219.1887	3880754	62.37	109	170672	15592	76956.1	0	6.809014	0.1108553	4478	2350	43	16	0	0	0	0	0	0	0	0	0	16	16	MQ	MQ	10742_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	65.56	0.98676	NA	NA	NA
MFD04780.bin.2.19	MFD04780	94.51	1.52	37.5	88.04	3.24	0.841	226861	271.2051	3603950	61.34	22	631840	89077	290514.2	0	12.43322	0.2024211	3644	1073	47	21	1	2	2	1	2	2	1	4	2	22	21	MQ	MQ	10744_1	TRUE	GCA_963841875	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	82.94	0.9785	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.6	1450
MFD04780.bin.2.85	MFD04780	85.92	5.91	12.12	85.15	3.47	0.823	78920	267.1362	4864417	48.01	138	373226	13346	108906.2	0	10.32022	0.1680201	4703	1492	43	20	1	1	0	1	1	0	1	1	0	21	21	MQ	MQ	1239_0	TRUE	GCA_963765965	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__	N/A	N/A	N/A	83.26	0.94465	HG528991.1.1288 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomonas;uncultured bacterium	98.3	1288
MFD04850.bin.2.268	MFD04850	55.66	1.4	0	58.56	2.14	0.833	140917	236.7168	2860133	60.07	25	341666	63707	172145.9	0	10.30368	0.04667734	3186	1278	33	16	1	1	1	1	1	1	1	1	1	17	16	MQ	MQ	1376_2	TRUE	GCA_963801285	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__	GCA_002007425.1	90.83	0.399	64.55	0.98488	DQ823214.1.1502 Bacteria;Pseudomonadota;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;wb1-P19;uncultured bacterium	99.1	1502
MFD04944.bin.1.93	MFD04944	96.17	3.61	50	96.04	3.68	0.857	762437	298.7758	5560264	62.35	17	1490301	139157	840537.6	0	27.56833	0.0825953	5238	1464	47	22	1	1	1	1	1	1	1	2	1	23	22	HQ	HQ	10719_0	TRUE	GCA_963772335	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__R-RK-3;s__	N/A	N/A	N/A	87.29	0.90084	JX080279.1.1408 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	98.5	1408
MFD05377.bin.1.45	MFD05377	95.71	3.45	76.92	99.4	4.63	0.821	191366	263.7091	3783330	63.42	39	534557	40515	253686.3	0	27.77624	0.1538902	3804	1269	51	20	2	2	2	2	2	2	2	4	2	21	21	HQ	HQ	10741_1	TRUE	GCA_963710695	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	85.46	0.99545	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.6	1449
MFD05377.bin.2.103	MFD05377	87.91	3.7	75	86.51	7.99	0.83	144779	278.0491	4949430	59.31	49	324993	45228	161922.7	0	36.90469	0.2044651	4830	1805	41	20	0	0	1	0	0	1	0	0	1	20	19	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	77.46	0.93375	NA	NA	NA
MFD05379.bin.1.13	MFD05379	94.34	7.6	83.87	98.92	4.57	0.845	84258	291.8828	4208388	64.13	85	216384	23839	92734.5	0	51.67736	4.430202	3985	813	43	19	1	1	1	1	1	1	1	2	1	19	19	HQ	HQ	10728_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_027925445.1	83.86	0.331	87.27	0.99067	CP019948.3984524.3986015 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis bryophila	99.6	1485
MFD05379.bin.2.10	MFD05379	79.23	4.23	100	84.86	3.29	0.83	83696	260.6778	2585770	63.83	44	243628	29998	101771.7	0	33.23034	2.848774	2675	921	34	19	1	2	1	1	2	1	1	2	1	19	19	MQ	MQ	10741_3	TRUE	GCA_963775775	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	74.66	0.99404	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.3	1449
MFD05379.bin.2.7	MFD05379	71.07	2.14	25	67.3	3	0.829	61678	239.2311	4221461	62.51	150	226385	10293	85577.3	0	9.270547	0.7947463	4726	2367	40	17	0	0	0	0	0	0	0	0	0	17	15	MQ	MQ	10731_0	TRUE	GCA_963820145	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	47.21	0.97079	NA	NA	NA
MFD05442.bin.2.201	MFD05442	97.81	3.46	0	87.97	1.57	0.849	844938	277.208	5168558	63.01	12	886663	246614	672349.3	0	39.78788	0.1548569	5205	1643	47	22	1	1	1	1	1	1	1	2	1	23	22	MQ	MQ	10718_0	TRUE	GCA_963834945	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__R-RK-3;s__	N/A	N/A	N/A	77.5	0.92338	AB630711.1.1406 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	98.6	1406
MFD05454.bin.1.18	MFD05454	85.45	6.83	40.62	92.52	2.11	0.844	227496	261.5286	4288839	59.7	27	635808	78083	278547.3	0	22.94622	0.1124138	4374	1326	46	19	1	1	1	1	1	1	1	1	1	20	20	HQ	HQ	1376_1	TRUE	GCA_963838055	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__USCg-Taylor sp002007425	GCA_002007425.1	95.62	0.677	89.79	N/A	DQ823214.1.1502 Bacteria;Pseudomonadota;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;wb1-P19;uncultured bacterium	99.5	1502
MFD05502.bin.2.75	MFD05502	88.99	7.11	100	80.28	8.28	0.821	111023	259.7869	3443985	63.55	43	524694	35275	173498.9	0	26.86424	0.1414284	3513	1184	39	19	2	2	2	2	2	2	2	4	2	20	19	MQ	MQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCA_003152255.1	94.12	0.704	75.65	0.99665	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.5	1450
MFD05512.bin.1.260	MFD05512	97.46	1.72	16.67	98.57	2.24	0.857	672632	285.3466	4019192	59.15	12	1004345	353767	671153.6	0	28.33515	0.1683157	3909	925	50	21	1	2	2	1	2	2	1	4	2	22	21	HQ	HQ	10745_2	TRUE	GCA_963724845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	90.09	0.9788	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	99.3	1467
MFD05512.bin.2.109	MFD05512	85.3	3.61	92.31	75.62	5.75	0.837	73043	286.6913	2835417	63.6	55	232246	22351	98696.9	0	137.9436	0.8194085	2729	650	40	20	1	1	1	1	1	1	1	2	1	21	19	MQ	MQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCA_003152255.1	93.99	0.737	78.93	0.99661	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.6	1449
MFD05580.bin.1.152	MFD05580	95.57	1.47	0	92.27	2.03	0.85	1659118	268.8575	4515996	59.62	7	2230153	252963	1739969	0	29.86894	0.2124426	4655	1791	51	22	1	1	1	1	1	1	1	2	1	23	22	HQ	HQ	10421_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	88.4	0.95082	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.4	1402
MFD05580.bin.1.6	MFD05580	97.49	2.26	23.08	100	3.03	0.836	1255920	287.983	5531196	63.19	8	1535975	400244	1040539	0	277.4177	1.973131	5226	1227	55	21	1	1	1	1	1	1	1	2	1	22	21	HQ	HQ	10728_1	TRUE	GCA_963722205	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_027925445.1	83.92	0.297	93.21	0.99029	CP019948.3984524.3986015 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis bryophila	99.7	1484
MFD05580.bin.2.10	MFD05580	95.45	2.04	85.71	96.7	4.23	0.817	122440	253.9139	5083164	58.21	55	309129	43066	142454.7	0	19.69099	0.140052	5179	1623	45	21	1	1	1	1	1	1	1	2	1	22	21	HQ	HQ	10198_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	GCA_003162995.1	95.36	0.614	89.61	N/A	HQ844540.1.1445 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	98.5	1446
