bin	completeness_checkm1	contamination_checkm1	strain_heterogeneity_checkm1	completeness_checkm2	contamination_checkm2	contigs	longest_contig	genome_size	gc	contig_n50	contig_n90	aun	n_per_100kb	cov	r_abund	bakta_cds_all	bakta_cds_hyp	bakta_cds_dens	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	barrnap_16s	barrnap_23s	barrnap_5s	custom_trna_uniq	bin_status	cbin_status	gunc_css	gunc_rrs	gunc_pass	var_n	var_perc	gtdb_tax	gtdb_ref	gtdb_ani	gtdb_af	gtdb_msa	gtdb_red	gtdb_warning	rrna_tax	rrna_tophit	rrna_alnlen	wf_name	wf_read_mode	wf_binning_mode	wf_v	wf_date	accession
MFD10821-6B.bin.1.32	97.26	2.05	0	96.86	1.96	2	2266662	3859570	64.45	2266662	1592908	1988592.6	0	11.702093	0.20701426	3207	1027	93	49	21	1	1	1	1	1	1	22	HQ	N	0.01	0.4	True	10822	0.28	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	N/A	N/A	N/A	90.37	0.94709	N/A	G010024885 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__UBA964-sp010031985	97	1322	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876025.1
MFD10821-6B.bin.1.345	97.26	0.33	0	96.04	0.78	4	3731216	7260828	66.08	3731216	1489665	2610112.9	0	26.922794	0.47627395	6641	1691	87.8	53	22	2	2	2	2	4	2	21	HQ	N	0.01	0.57	True	17117	0.236	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__	N/A	N/A	N/A	91.54	0.95052	N/A	G000964365 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisphaera;s__Acidisphaera-rubrifaciens	94.5	1483	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876935.1
MFD10821-6B.bin.1.348	97.97	6.08	7.14	98.62	2.89	7	3510158	6758239	56.73	3510158	439499	2408011.2	0	13.002975	0.23002733	5416	2242	91.4	88	21	1	1	1	1	1	0	21	HQ	N	0.01	0.43	True	12815	0.19	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__Palsa-1400;g__Palsa-1400;s__	GCA_036272955.1	90.9	0.697	87.39	0.98752	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	MJ034-2-barcode59-umi12501bins-ubs-10 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__Pedosphaeraceae;g__Pedosphaera;s__Pedosphaera-sp000172555	99.2	1538	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878385.1
MFD10821-6B.bin.1.4318	96.47	5.83	3.12	96.15	1.18	4	3073792	5689122	62.63	3073792	779575	2298745.6	0	14.87632	0.26316747	5010	1297	91.4	46	21	1	1	1	1	1	1	21	HQ	N	0	0.56	True	42146	0.741	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	N/A	N/A	N/A	92.67	0.96775	N/A	MJ034-1-barcode31-umi16503bins-ubs-16 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198-sp003132425	99.4	1507	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878285.1
MFD10821-6B.bin.1.4470	97.41	2.59	66.67	98	2.11	13	1409268	6714442	58.6	897311	201933	881783	0	22.547033	0.39886516	5196	1432	84.7	77	21	1	1	2	1	1	2	21	HQ	N	0.02	0.5	True	19493	0.29	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	89.95	0.98003	N/A	MJ033-1-barcode33-umi36968bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	98.6	1471	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876595.1
MFD10821-6B.bin.1.448	98.91	0.75	0	99.16	0.63	2	3474445	5183170	69.53	3474445	1708725	2892343.7	0	16.6488	0.29452327	4984	1245	90.7	52	21	2	2	2	2	4	2	22	HQ	N	0	0.61	True	27946	0.539	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JAFKFJ01;s__	GCA_021818505.1	83.78	0.255	97.08	0.96279	N/A	G003352165 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidibrevibacterium;s__Acidibrevibacterium-fodinaquatile	93.5	1502	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977874115.1
MFD10821-6B.bin.1.449	97.44	2.14	33.33	91.88	1.8	5	1389610	5145815	68.55	1033633	753637	1079513.4	0	24.470146	0.4328857	4786	1684	87.8	55	21	1	1	1	1	1	1	21	HQ	N	0.02	0.24	True	31623	0.615	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Bog-473 sp035602795	GCA_035602795.1	95.6	0.728	91.14	N/A	N/A	MJ030-2-barcode74-umi58549bins-ubs-11 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__RAAP-2;g__Bog-515;s__	98.3	1493	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878265.1
MFD10821-6B.bin.1.538	94.96	4.2	40	95.28	3.76	6	1424105	4722739	61.22	1296240	700443	1125365.9	0	34.8889	0.6171972	4478	974	88.7	50	22	1	1	1	1	1	1	20	HQ	N	0	0.44	True	21143	0.448	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_035602775.1	86.29	0.333	92.28	0.98802	N/A	MJ034-1-barcode31-umi27471bins-ubs-6 d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__Binatus-sp003135135	99.6	1535	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977877595.1
MFD10821-6B.bin.1.567	92.24	2.59	0	90.43	1.97	8	1768301	4152538	57.55	587882	223386	996247.4	0	8.599794	0.15213346	3513	1164	86.1	74	20	0	0	0	0	0	0	20	MQ	N	0.07	0.47	True	9593	0.231	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__PALSA-350;s__	N/A	N/A	N/A	87.99	0.92772	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873765.1
MFD10821-6B.bin.1.577	85.81	1.29	50	92.84	0	15	1283139	5564460	68.28	502630	240606	637962.7	0	9.188447	0.16254695	4977	3249	89.4	45	20	1	1	1	1	1	1	20	HQ	N	0.02	0.32	True	16349	0.294	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	N/A	N/A	N/A	89.32	0.72619	N/A	RS-GCF-013340205.1-NZ-BJTG01000002.1 d__Bacteria;p__Myxococcota_A_473307;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter_A;s__	91.7	1556	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977875695.1
MFD10821-6B.bin.1.585	99.79	1.71	0	98.47	1.23	4	1952568	5149168	56.06	1353575	628141	1459496.2	0	44.83111	0.7930785	4572	1245	87.7	56	22	1	1	1	1	1	1	22	HQ	N	0.02	0.37	True	1913	0.037	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	N/A	N/A	N/A	93.07	0.96478	N/A	MJ030-2-barcode50-umi55763bins-ubs-12 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	96.8	1489	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977874985.1
MFD10821-6B.bin.1.588	98.93	6.68	55	95.51	4.97	6	2193771	6221097	69.32	2040869	670883	1728680.5	0	72.912895	1.2898554	5791	1475	87.9	58	22	1	1	1	1	2	1	22	HQ	N	0	0.57	True	8795	0.141	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__JAJYUU01;s__	N/A	N/A	N/A	86.26	0.96858	Genome has more than 10.8% of markers with multiple hits	G000015025 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__Acidothermus;s__Acidothermus-cellulolyticus	93	1506	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977874165.1
MFD10821-6B.bin.1.641	95.89	6.16	0	93.97	2.51	10	1164202	4167719	63.28	561236	294012	650919.4	0	8.841957	0.15641741	3593	1147	91.8	55	20	1	1	1	1	1	1	20	HQ	N	0.05	0.42	True	9806	0.235	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	N/A	N/A	N/A	83.92	0.97225	N/A	MJ034-1-barcode31-umi26604bins-ubs-4 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447-sp003164715	98.7	1529	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878375.1
MFD10821-6B.bin.1.710	95.29	7.73	25.81	97.15	4.07	2	2260355	4254529	67.03	2260355	1994174	2135591.2	0	25.4958	0.45102993	3761	742	91.2	45	21	1	1	1	1	1	1	21	HQ	N	0.02	0.39	True	8424	0.198	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__13-2-20CM-66-19 sp035603345	GCA_035603345.1	96.23	0.805	96.78	N/A	N/A	GB-GCA-005877955.1-VBNR01000161.1 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	97.8	1532	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977874805.1
MFD10821-6B.bin.1.766	92.67	0	0	95.47	0.86	2	4489863	5959644	60.46	4489863	1469781	3745043.5	0	75.70167	1.3391899	4683	1125	86.8	68	21	1	1	1	1	1	1	21	HQ	N	0.01	0.53	True	6318	0.106	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	89	0.97551	N/A	MJ033-1-barcode33-umi28155bins-ubs-9 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	99.9	1469	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977874655.1
MFD10821-6B.bin.1.812	97.63	1.72	0	98.4	1.5	3	4840009	5884430	57.77	4840009	678751	4081976.4	0	15.855241	0.2804849	4963	1369	85.4	86	21	1	1	1	1	1	1	21	HQ	N	0.01	0.55	True	3814	0.065	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	93.19	0.94615	N/A	MJ033-1-barcode33-umi36968bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	98.9	1471	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977877305.1
MFD10821-6B.bin.1.8808	99.32	8.78	39.13	93.62	2.69	21	1386507	5635189	54.06	665844	141562	767550.8	0	13.244569	0.2343012	4649	2022	86.6	51	21	1	1	1	1	1	1	21	HQ	N	0.05	0.3	True	16014	0.284	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__UBA11358;g__UBA11358;s__	N/A	N/A	N/A	89.71	0.94118	N/A	MJ034-2-barcode55-umi13027bins-ubs-9 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__UBA11358;s__UBA11358-sp003455565	98.9	1510	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977888025.1
MFD10821-6B.bin.1.935	89.11	4.62	47.37	91.81	2.36	4	2953660	6593022	62.82	1967346	1276471	2181153.3	0	14.853345	0.26276103	6266	1388	84.4	52	22	1	1	1	1	2	1	22	HQ	N	0.01	0.34	True	52986	0.804	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	GCA_036510135.1	89.47	0.439	85.88	0.99191	N/A	G003315135 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus-fermentans	97.3	1474	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977875525.1
MFD10821-6B.bin.1.94	96.76	0	0	95.56	1.57	2	2775529	3259408	61.72	2775529	483879	2435319.6	0	10.360476	0.18328054	3193	1258	94.6	47	22	1	1	1	1	1	1	22	HQ	N	0	0.39	True	30469	0.935	d__Bacteria;p__Vulcanimicrobiota;c__Vulcanimicrobiia;o__Vulcanimicrobiales;f__Vulcanimicrobiaceae;g__Aquilonibacter;s__	GCA_035507095.1	83.26	0.229	93.69	0.98128	N/A	MJ033-1-barcode32-umi5537bins-ubs-71 d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Tyrphobacter;s__Tyrphobacter-aquilonaris	96.5	1472	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873145.1
MFD10821-6B.bin.2.1	98.4	6.19	0	96.12	5.55	4	2999616	9245629	68.38	2719248	974249	2580300.9	0	14.738979	0.26073784	8387	2665	88.2	54	21	2	2	2	2	4	2	21	MQ	N	0.05	0.5	True	22722	0.246	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	N/A	N/A	N/A	87.05	0.90333	Genome has more than 10.8% of markers with multiple hits	AB364583 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus-amamiensis	94.5	1472	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977875425.1
MFD10821-6B.bin.2.1002	94.02	5.56	37.5	91.75	2.55	10	1158366	3025449	69.03	666193	104836	718278.1	0	9.957904	0.1761589	2852	798	89.6	56	21	1	1	1	1	1	1	22	HQ	N	0.03	0.47	True	14106	0.466	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	GCA_035622255.1	84.05	0.154	88.07	0.94589	N/A	CP001854 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__Conexibacter-woesei	94.5	1536	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876045.1
MFD10821-6B.bin.2.1004	90.11	3.48	0	89.07	2.09	32	1008510	4704735	65.78	408190	60105	414247.3	0	7.629355	0.13496605	4194	1795	88.8	47	21	1	1	1	1	1	1	21	MQ	N	0.08	0.44	True	21146	0.449	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Palsa-1248;s__	N/A	N/A	N/A	83.72	0.92697	N/A	G011390935 d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JAABRT01;s__JAABRT01-sp011390935	90.5	956	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977877635.1
MFD10821-6B.bin.2.1022	68.52	0	0	71.61	5.34	33	315556	3110743	60.42	110359	47442	150649.3	0	5.470436	0.09677399	3161	1432	92	37	19	0	0	0	0	0	0	20	MQ	N	0.05	0.29	True	8200	0.264	d__Bacteria;p__Vulcanimicrobiota;c__Vulcanimicrobiia;o__Vulcanimicrobiales;f__Vulcanimicrobiaceae;g__JAFAMS01;s__	GCA_036489885.1	83.81	0.234	48.93	0.96783	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977875305.1
MFD10821-6B.bin.2.125	50.74	2.08	19.05	60.11	2.35	55	99016	2130342	60.32	46715	21130	52157.9	0	4.4470835	0.07867051	2162	726	90.3	16	13	0	0	0	0	0	0	13	MQ	N	0.16	0.36	True	1056	0.05	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	GCA_039924385.1	84.92	0.294	64.83	0.98837	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876475.1
MFD10821-6B.bin.2.174	57.67	1.6	75	54.9	2.9	78	109456	2822477	69.26	43626	20040	49923.6	0	4.1738863	0.073837556	2889	1108	85.4	16	9	0	0	0	0	0	0	9	MQ	N	0.09	0.54	True	1228	0.044	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__JOPF074;s__	GCA_030039155.1	88.29	0.402	51.29	0.98817	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977877655.1
MFD10821-6B.bin.2.20	63.4	5.41	40	62.98	4.09	90	96612	2712268	55.38	35366	17603	41478.8	0	5.6260886	0.09952754	2588	1169	83.5	55	19	0	0	0	0	0	0	17	MQ	N	0.12	0.32	True	15097	0.557	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__UBA11358;g__UBA11358;s__	N/A	N/A	N/A	50.08	0.9552	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873825.1
MFD10821-6B.bin.2.341	63.57	2.86	33.33	63.67	2.64	75	144006	2791853	39.18	44427	22948	55769.9	0	4.408888	0.077994816	2606	1447	87.1	27	17	1	0	0	1	0	0	16	MQ	N	0.15	0.41	True	5385	0.193	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__JABEUT01;f__JABEUT01;g__JABEUT01;s__	N/A	N/A	N/A	46.8	0.9561	N/A	MJ033-1-barcode33-umi1334bins-ubs-227 d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__	99.7	1493	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878435.1
MFD10821-6B.bin.2.422	57.8	1.38	50	59.43	0.38	20	171903	1196513	49.75	84673	31118	83237.9	0	3.859415	0.06827444	1245	616	91.2	24	17	1	1	1	1	1	1	17	MQ	N	0.02	0.38	True	602	0.05	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__	N/A	N/A	N/A	55.12	0.9233	N/A	G001464115 d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales_778129;f__Rhabdochlamydiaceae;g__Ga0074140;s__Ga0074140-sp001464115	91.4	1543	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876285.1
MFD10821-6B.bin.2.437	57.63	3.27	0	62.61	2.16	14	141222	703498	54.58	63937	27807	76296.1	0	5.06498	0.08960132	819	751	90	29	14	0	1	0	0	1	0	16	MQ	N	0.06	0.21	True	518	0.074	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJYUY01;s__	N/A	N/A	N/A	37.99	0.9691	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977876685.1
MFD10821-6B.bin.2.47	68.03	1.68	50	71.24	6.81	58	249401	4446445	60.73	110988	39528	115559.1	0	5.236509	0.09263573	4376	1773	86.1	37	21	0	1	1	0	1	1	19	MQ	N	0.05	0.32	True	3177	0.071	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__DATGKG01;s__	N/A	N/A	N/A	65.43	0.97613	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977875855.1
MFD10821-6B.bin.2.525	92.12	2.77	16.67	89.81	1.73	24	860483	3224865	67.39	399450	53972	445714.4	0	6.8178234	0.12060975	2727	1013	91.1	44	20	1	1	1	1	1	1	20	MQ	N	0.07	0.51	True	991	0.031	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	N/A	N/A	N/A	86.38	0.91286	N/A	G010024885 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__UBA964-sp010031985	96.2	1322	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977877505.1
MFD10821-6B.bin.2.694	92.31	5.98	20	81.16	5.94	13	2248297	6635771	65.03	1560571	391727	1370037.1	0	11.967667	0.21171233	6692	3429	87.5	53	20	1	1	1	1	1	1	19	MQ	N	0.02	0.37	True	51819	0.781	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__	N/A	N/A	N/A	83.74	0.96446	N/A	G003166025 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__Fen-671-sp003166025	96.7	809	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873695.1
MFD10821-6B.bin.2.700	62.24	2.56	0	55.38	3.37	35	421042	3921028	65.02	159307	58656	168087.2	0	5.860779	0.10367929	4030	2244	85.8	30	18	1	1	1	1	1	1	18	MQ	N	0.08	0.39	True	9261	0.236	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__	N/A	N/A	N/A	61.97	0.94615	N/A	G003166025 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__Fen-671-sp003166025	96.8	809	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873285.1
MFD10821-6B.bin.2.701	57.76	5.17	33.33	63.64	2.83	49	391046	4930502	57.56	135188	47072	177509.4	0	8.120185	0.143649	4568	2403	84.6	29	14	1	1	1	1	1	0	15	MQ	N	0.04	0.26	True	4240	0.086	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__Palsa-1400;g__;s__	N/A	N/A	N/A	47.14	0.85959	N/A	MJ033-1-barcode33-umi10678bins-ubs-27 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__Pedosphaeraceae;g__Pedosphaera;s__Pedosphaera-sp000172555	96.2	1538	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878505.1
MFD10821-6B.bin.2.702	58.97	3.42	50	56.85	0.67	15	483925	3317380	55.78	311027	130491	286006.5	0	9.063148	0.16033036	2967	711	87.6	27	13	0	0	0	0	0	0	12	MQ	N	0.02	0.46	True	21439	0.646	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	N/A	N/A	N/A	58.92	0.9827	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977875835.1
MFD10821-6B.bin.2.707	95.04	2.25	0	89.47	0.41	34	393535	3568678	51.69	154012	58089	180955.5	0	7.046014	0.12464653	3308	2324	87.6	46	21	1	1	1	1	1	1	21	MQ	N	0.04	0.22	True	642	0.018	d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__DASZRK01;s__	N/A	N/A	N/A	85.72	0.89658	N/A	MJ033-1-barcode33-umi10449bins-ubs-32 d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__Bog-1183;s__Bog-1183-sp003136635	99.3	1516	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977878515.1
MFD10821-6B.bin.2.712	81.55	2.14	0	69.18	2	24	888526	3974242	64.84	334903	81596	393882.2	0	8.522524	0.15076652	4119	2262	88.7	45	16	1	1	1	1	1	1	16	MQ	N	0.03	0.38	True	50091	1.26	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__	GCA_035509995.1	88.38	0.252	66.18	0.98429	N/A	G003166025 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__Fen-671-sp003166025	97.3	809	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977887545.1
MFD10821-6B.bin.2.725	71.4	2.25	0	68.98	1.95	29	673100	5792832	61.62	282073	99382	320322.7	0	6.9859033	0.12358315	4870	2499	85.2	39	21	1	1	1	1	1	0	21	MQ	N	0.03	0.34	True	6255	0.108	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__DASPSM01;s__	N/A	N/A	N/A	59.11	0.91004	N/A	RS-GCF-007748195.1-NZ-CP037920.1 d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia-maris	89.5	1541	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873025.1
MFD10821-6B.bin.2.728	63.99	1.28	0	57.69	2.61	38	276781	3308989	64.26	101580	47634	113661.4	0	5.015558	0.08872703	3508	1932	86.8	31	15	0	0	0	0	0	0	15	MQ	N	0.09	0.4	True	12811	0.387	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__;s__	N/A	N/A	N/A	57.96	0.80271	N/A	NA	NA	NA	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977873455.1
MFD10821-6B.bin.2.733	96.6	5.17	0	94.95	5.22	10	1193799	4102665	59.61	706976	148565	746826.4	0	10.167021	0.17985827	3681	1067	86.6	56	20	1	1	1	1	1	1	20	MQ	N	0.07	0.53	True	18146	0.442	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__;s__	N/A	N/A	N/A	86.36	0.88107	N/A	MJ034-2-barcode66-umi16361bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Edaphobacter_415416;s__	97.6	1469	MFD10821-6B	Nanopore-simplex	extended	1.2.1	2025-10-05	GCA_977887275.1
